wikidata_id:ID(Player),name,enwiki_title,country_of_citizenship,place_of_birth,native_language,sex_or_gender,date_of_birth,height,mass,work_period_start,work_period_end,nickname,handedness,schools_attended
Q1607739,Kelvin Ransey,Kelvin Ransey,United States of America,Toledo,English,male,03 May 1958,185 centimetre,77 kilogram,1980,1990,,,Macomber High School; Ohio State University
Q1608013,George McCloud,George McCloud,United States of America,Daytona Beach,English,male,27 May 1967,198 centimetre,93 kilogram,1989,2002,,,Mainland High School; Florida State University
Q1607981,Lonnie Shelton,Lonnie Shelton,United States of America,Bakersfield,English,male,19 October 1955,203 centimetre,109 kilogram,1976,1986,,,Foothill High School; Oregon State University
Q1608128,Dick Garrett,Dick Garrett,United States of America,Centralia,English,male,31 January 1947,190 centimetre,84 kilogram,1969,1974,,,Southern Illinois University Carbondale
Q1610171,Wayne Kreklow,Wayne Kreklow,United States of America,Neenah,English,male,04 January 1957,193 centimetre,80 kilogram,,,,,Drake University; Neenah High School
Q47994405,Yusuf Sanon,Issuf Sanon,Ukraine,Donetsk,,male,30 October 1999,,,2016,,,,
Q42302125,Deni Avdija,Deni Avdija,Israel; Serbia,Beit Zera,,male,03 January 2001,2.05 metre,95 kilogram,2017,,,,
Q44741149,Dewan Hernandez,Dewan Hernandez,United States of America,Miami,,male,09 December 1996,208 centimetre,107 kilogram,2019,,,,University of Miami; Miami Norland Senior High School
Q47339821,Andrew White,Andrew White (basketball),United States of America,Richmond,,male,16 June 1993,201 centimetre,210 pound; 95 kilogram,2017,,,,The Miller School of Albemarle; University of Kansas; University of Nebraska–Lincoln; Syracuse University
Q47467742,Paul Watson,Paul Watson (basketball),United States of America,Phoenix,,male,30 December 1994,201 centimetre,95 kilogram,2017,,,,"California State University, Fresno; Paradise Valley High School"
Q39073439,Charles Cooke,Charles Cooke (basketball),United States of America,Trenton,,male,01 July 1994,78 inch,89 kilogram,2017,,,,James Madison University; Trenton Catholic Academy
Q42727061,Tyler Cavanaugh,Tyler Cavanaugh,United States of America,Syracuse,,male,09 February 1994,206 centimetre; 81 inch,108 kilogram; 238 pound,2017,,,,Wake Forest University; Jamesville-DeWitt High School
Q48857995,Nassir Little,Nassir Little,United States of America,Pensacola,,male,11 February 2000,198 centimetre; 196 centimetre,220 pound,2019,,,,Orlando Christian Prep; University of North Carolina at Chapel Hill; Oakleaf High School
Q47306937,Isaiah Livers,Isaiah Livers,United States of America,Kalamazoo,,male,28 July 1998,1.98 metre,230 pound,,,,,University of Michigan; Kalamazoo Central High School
Q1607746,Larry Smith,"Larry Smith (basketball, born 1958)",United States of America,Rolling Fork,English,male,18 January 1958,203 centimetre,98 kilogram,1980,1993,Mr. Mean,,Alcorn State University; Simmons High School
Q47463922,Keita Bates-Diop,Keita Bates-Diop,United States of America,Sacramento,,male,23 January 1996,206 centimetre,101 kilogram,2018,,,,Ohio State University; University High School
Q1607091,Len Chappell,Len Chappell,United States of America,Portage,English,male,31 January 1941,203 centimetre,109 kilogram,1962,1972,,,Wake Forest University
Q1608885,Louie Dampier,Louie Dampier,United States of America,Indianapolis,English,male,20 November 1944,183 centimetre,77 kilogram,1967,1979,,,Southport High School; University of Kentucky
Q47484207,Isaac Haas,Isaac Haas,United States of America,Birmingham,,male,02 October 1995,,,2018,,,,Hokes Bluff High School; Purdue University
Q1606362,Eric Montross,Eric Montross,United States of America,Indianapolis,,male,23 September 1971,213 centimetre,123 kilogram,1994,2002,,,Lawrence North High School; University of North Carolina at Chapel Hill
Q1606773,Dwight Eddleman,Dwight Eddleman,United States of America,Centralia,English,male,27 December 1922,190 centimetre,86 kilogram,1949,1953,,,University of Illinois at Urbana–Champaign
Q1606869,Chuck Noble,Chuck Noble,United States of America,Akron,English,male,24 July 1931,193 centimetre,86 kilogram,,1962,,,South High School; University of Louisville
Q47272609,Mac McClung,Mac McClung,United States of America,Gate City,,male,06 January 1999,188 centimetre,84 kilogram; 185 pound,,,,,Texas Tech University; Gate City High School; Georgetown University
Q1607272,Bill Calhoun,Bill Calhoun (basketball),United States of America,San Francisco,English,male,04 November 1927,190 centimetre,82 kilogram,1947,1955,,,City College of San Francisco
Q1607305,Howie Schultz,Howie Schultz,United States of America,Saint Paul,English,male,03 July 1922,198 centimetre,91 kilogram,,,,,University of Minnesota
Q1608055,Mark Workman,Mark Workman,United States of America,Charleston,English,male,10 March 1930,206 centimetre,98 kilogram,1952,1954,,,West Virginia University
Q1448687,Stanley Jackson,Stanley Jackson (basketball),United States of America; France,Tuskegee,English,male,10 October 1970,190 centimetre,84 kilogram,1993,2006,,,University of Alabama at Birmingham
Q29258636,Theo Pinson,Theo Pinson,United States of America,Greensboro,,male,05 November 1995,78 inch,100 kilogram,2018,,,,Wesleyan Christian Academy; University of North Carolina at Chapel Hill
Q29318958,Mohamed Bamba,Mo Bamba,United States of America,Harlem,,male,12 May 1998,84 inch,102 kilogram,2018,,,,Westtown School; University of Texas at Austin; Cardigan Mountain School
Q1458383,Jim Price,Jim Price (basketball),United States of America,Russellville,English,male,27 November 1949,190 centimetre,89 kilogram,1972,1979,,,Arsenal Technical High School; University of Louisville
Q1439541,Shelton Jones,Shelton Jones,United States of America,Copiague,English,male,04 April 1966,206 centimetre,95 kilogram,1988,2004,,,St. John's University; Amityville Memorial High School
Q1445196,Larry Micheaux,Larry Micheaux,United States of America,Houston,English,male,24 March 1960,206 centimetre,100 kilogram,1983,1994,Mean; Mr. Mean,,Worthing High School; University of Houston
Q1458255,Popeye Jones,Popeye Jones,United States of America,Dresden,English,male,17 June 1970,203 centimetre,114 kilogram,1992,2004,,,Murray State University
Q1458320,Steve Stipanovich,Steve Stipanovich,United States of America,St. Louis,English,male,17 November 1960,211 centimetre,111 kilogram,1983,1988,,,De Smet Jesuit High School; University of Missouri
Q1444934,Jeff Ruland,Jeff Ruland,United States of America,Bay Shore,English,male,16 December 1958,208 centimetre,109 kilogram,1980,1993,Cooney; Beef Brother; McFilthy,,Iona University; Sachem School District
Q1449882,J. J. Anderson,J. J. Anderson,United States of America,Springfield,,male,23 September 1960,203 centimetre,90 kilogram,1982,1999,,,Bradley University
Q1455879,Terrell Brandon,Terrell Brandon,United States of America,Portland,English,male,20 May 1970,180 centimetre,82 kilogram,1991,2002,,,Grant High School; University of Oregon
Q1460225,Erwin Louis Mueller,Erwin Mueller,United States of America,Livermore,English,male,12 March 1944,203 centimetre,105 kilogram,1966,1973,,,Livermore High School; University of San Francisco
Q1460233,Jim Barnes,Jim %22Bad News%22 Barnes,United States of America,Tuckerman,English,male,13 April 1941,203 centimetre,95 kilogram,1964,1970,,,Cameron University; Stillwater High School; University of Texas at El Paso
Q1458307,Richard Dumas,Richard Dumas,United States of America,Tulsa,English,male,19 May 1969,201 centimetre,91 kilogram,1990,2003,,,Booker T. Washington High School; Oklahoma State University–Stillwater
Q1433254,Jack Twyman,Jack Twyman,United States of America,Pittsburgh,English,male,21 May 1934; 07 September 1929,198 centimetre,95 kilogram,1955,1966,,,Central Catholic High School; University of Cincinnati
Q1442329,Bill Hanzlik,Bill Hanzlik,United States of America,Middletown,English,male,06 December 1957,201 centimetre,84 kilogram,1980,1990,,,University of Notre Dame; Beloit Memorial High School; Lake Oswego High School
Q1445762,Frank Brickowski,Frank Brickowski,United States of America,Bayville,English,male,14 August 1959,206 centimetre,109 kilogram,1981,1997,,,Pennsylvania State University
Q29048308,Jarrett Allen,Jarrett Allen,United States of America,Round Rock,,male,21 April 1998,211 centimetre,104 kilogram,2017,,,,St. Stephen's Episcopal School; University of Texas at Austin
Q1454479,Nick Weatherspoon,Nick Weatherspoon,United States of America,Greenwood,English,male,20 July 1950,201 centimetre,89 kilogram,1973,1980,,,University of Illinois at Urbana–Champaign; Canton McKinley High School
Q1458225,E. C. Coleman,E. C. Coleman,United States of America,Flora,,male,25 September 1950,203 centimetre,102 kilogram,1973,1978,,,Houston Christian University
Q1458294,Courtney Alexander,Courtney Alexander,United States of America,Bridgeport,English,male,27 April 1977,196 centimetre,93 kilogram,2000,2006,,,Charles E. Jordan High School; University of Virginia
Q1458359,Clark Kellogg,Clark Kellogg,United States of America,Cleveland,English,male,02 July 1961,201 centimetre,102 kilogram,1982,1986,,,Villa Angela-St. Joseph High School; Ohio State University
Q1458368,Jim Paxson,Jim Paxson,United States of America,Kettering,English,male,09 July 1957,198 centimetre,91 kilogram,1979,1990,,,University of Dayton; Archbishop Alter High School
Q1460197,Howard Komives,Howard Komives,United States of America,Toledo,English,male,09 May 1941,185 centimetre,84 kilogram,1964,1974,,,Bowling Green State University; Woodward High School
Q29109468,Tyler Lydon,Tyler Lydon,United States of America,Hudson,,male,09 April 1996,206 centimetre,101 kilogram; 223 pound,2017,,,,Syracuse University; New Hampton School
Q29166745,P. J. Dozier,PJ Dozier,United States of America,Columbia,,male,25 October 1996,78 inch,93 kilogram,2017,,,,Spring Valley High School; University of South Carolina
Q1445827,Kenny Williams,"Kenny Williams (basketball, born 1969)",United States of America,Elizabeth City,English,male,09 June 1969,206 centimetre,93 kilogram,1990,2006,,,Northeastern High School; Barton Community College; Fork Union Military Academy
Q29438680,Tony Bradley,Tony Bradley (basketball),United States of America,Bartow,,male,08 January 1998,208 centimetre,109 kilogram,2017,,,,University of North Carolina at Chapel Hill; Bartow High School
Q29474884,Alize Johnson,Alize Johnson,United States of America,Williamsport,,male,22 April 1996,81 inch,201 pound,2018,,,,St. John Neumann Regional Academy High School; Missouri State University; Frank Phillips College
Q29109873,Jordan Bellimon,Jordan Bell,United States of America,Long Beach,,male,07 January 1995,206 centimetre,102 kilogram,2017,,,,University of Oregon
Q29434467,Jaron Blossomgame,Jaron Blossomgame,United States of America,Alpharetta,,male,16 September 1993,198 centimetre; 201 centimetre,100 kilogram,2017,,,,Clemson University; Chattahoochee High School
Q1445455,Bill Edwards,Bill Edwards (basketball),United States of America,Middletown,English,male,28 August 1971,203 centimetre,98 kilogram,1993,2006,,,Wright State University; Carlisle High School
Q1450542,Bones McKinney,Bones McKinney,United States of America,Lowland,English,male,01 January 1919,198 centimetre,84 kilogram,1946,1952,Bones,,Durham High School; North Carolina State University
Q1452892,Chick Halbert,Chick Halbert,United States of America,Albany,English,male,27 February 1919,206 centimetre,102 kilogram,,,,,
Q1452898,Ed Sadowski,Ed Sadowski (basketball),United States of America,Akron,English,male,11 July 1917,196 centimetre,240 pound,1940,1950,,,Seton Hall University
Q1458187,Anthony Peeler,Anthony Peeler,United States of America,Kansas City,English,male,25 November 1969,193 centimetre,95 kilogram,1992,2005,,,University of Missouri; Paseo Academy
Q30322415,Sterling Brown,Sterling Brown (basketball),United States of America,Maywood,,male,10 February 1995,196 centimetre; 198 centimetre,99 kilogram; 104 kilogram,2017,,,,Southern Methodist University; Proviso East High School
Q30063106,Antonio Blakeney,Antonio Blakeney,United States of America,New York City,,male,04 October 1996,193 centimetre,89 kilogram,2017,,,,Oak Ridge High School; Louisiana State University
Q1439529,Charles Pittman,Charles Pittman (basketball),United States of America,Rocky Mount,English,male,23 March 1958,203 centimetre,100 kilogram,1982,1998,Charlie; Chase,,Northern Nash High School; University of Maryland
Q1444910,Alec Kessler,Alec Kessler,United States of America,Minneapolis,English,male,13 January 1967,211 centimetre,105 kilogram,1990,1994,,,University of Georgia; Emory University School of Medicine; Roswell High School; Emory University
Q1450551,Ken Sailors,Ken Sailors,United States of America,Hillsdale,English,male,14 January 1921,178 centimetre,80 kilogram,1946,1951,,,Laramie High School
Q1455883,Eric Murdock,Eric Murdock,United States of America,Somerville,English,male,14 June 1968,185 centimetre,86 kilogram,1991,2004,The Man of Steal; The Steal Magnolia,,Bridgewater-Raritan High School; Providence College
Q1458196,Eddie Gill,Eddie Gill,United States of America,Aurora,English,male,16 August 1978,183 centimetre,86 kilogram,2000,2012,,,Weber State University; Overland High School
Q1459540,John Thompson,John Thompson (basketball),United States of America,"Washington, D.C.",English,male,02 September 1941,208 centimetre,102 kilogram,1964,1966,,,Providence College; Archbishop Carroll High School; University of the District of Columbia
Q30278325,Devonte' Graham,Devonte%27 Graham,United States of America,Raleigh,,male,22 February 1995,74 inch,185 pound,2018,,,,University of Kansas; Brewster Academy; Needham B. Broughton High School
Q1458344,Mark West,Mark West (basketball),United States of America,Petersburg,English,male,05 November 1960,208 centimetre,104 kilogram,1983,2000,,,Petersburg High School; Old Dominion University
Q30061317,Kobi Simmons,Kobi Simmons,United States of America,Atlanta,,male,04 July 1997,76 inch,170 pound,2017,,,,St. Francis Schools; University of Arizona
Q1443198,Herm Fuetsch,Herm Fuetsch,United States of America,San Francisco,English,male,06 July 1918,183 centimetre,77 kilogram,1945,1948,,,San Francisco Polytechnic High School
Q1456855,Jim Les,Jim Les,United States of America,Niles,English,male,18 August 1963,180 centimetre,75 kilogram,1987,1995,,,Notre Dame College Prep; Cleveland State University
